gameId,playId,season,week,gameDate,homeTeamAbbr,visitorTeamAbbr,possessionTeam,defensiveTeam,quarter,down,yardsToGo,yardlineSide,yardlineNumber,absoluteYardlineNumber,gameClock,gameClockSeconds,playClockAtSnap,preSnapHomeScore,preSnapVisitorScore,possessionScore,defensiveScore,scoreDifferential,expectedPoints,offenseFormation,receiverAlignment,isDropback,playAction,pff_runPassOption,passResult,rushLocationType,yardsGained,playDescription,anyPreSnapMotion,nOffenseRows,split
2022090800,486,2022,1,2022-09-08,LA,BUF,LA,BUF,1,3,14,LA,49,59,05:53:00,353,20,0,7,0,7,-7,0.825719450367615,EMPTY,3x2,1,FALSE,0,C,NA,6,"(5:53) (No Huddle, Shotgun) M.Stafford pass short right to C.Kupp to BUF 45 for 6 yards (J.Poyer).",FALSE,11,train
2022090800,529,2022,1,2022-09-08,LA,BUF,BUF,LA,1,1,10,BUF,9,101,05:06:00,306,18,0,7,7,0,7,0.23759504687041,SHOTGUN,2x1,0,FALSE,0,NA,INSIDE_RIGHT,7,(5:06) (Shotgun) D.Singletary right guard to BUF 16 for 7 yards (T.Hill).,TRUE,11,train
2022090800,550,2022,1,2022-09-08,LA,BUF,BUF,LA,1,2,3,BUF,16,94,04:26:00,266,8,0,7,7,0,7,0.406292538158596,SHOTGUN,2x2,1,FALSE,0,S,NA,-1,(4:26) (Shotgun) J.Allen sacked at BUF 15 for -1 yards (A.Donald).,TRUE,11,train
2022090800,569,2022,1,2022-09-08,LA,BUF,BUF,LA,1,3,4,BUF,15,95,03:46:00,226,7,0,7,7,0,7,-0.769597427919507,SHOTGUN,2x2,1,FALSE,0,C,NA,10,(3:46) (Shotgun) J.Allen pass short right to S.Diggs to BUF 25 for 10 yards (N.Scott).,TRUE,11,train
2022090800,593,2022,1,2022-09-08,LA,BUF,BUF,LA,1,1,10,BUF,25,85,03:10:00,190,11,0,7,7,0,7,1.24246109602973,SHOTGUN,2x1,1,FALSE,1,C,NA,11,(3:10) (Shotgun) J.Allen pass short left to J.Crowder to BUF 36 for 11 yards (T.Rapp; N.Scott).,FALSE,11,train
2022090800,617,2022,1,2022-09-08,LA,BUF,BUF,LA,1,1,10,BUF,36,74,02:32:00,152,9,0,7,7,0,7,1.96446756692603,SHOTGUN,2x1,1,TRUE,0,C,NA,12,(2:32) (Shotgun) J.Allen pass short left to I.McKenzie to BUF 48 for 12 yards (J.Ramsey).,TRUE,11,train
2022090800,646,2022,1,2022-09-08,LA,BUF,BUF,LA,1,1,10,BUF,48,62,01:53:00,113,9,0,7,7,0,7,2.70638499618508,SINGLEBACK,2x2,1,TRUE,0,C,NA,20,"(1:53) J.Allen pass short left to D.Knox to LA 47 for 5 yards (J.Hollins). PENALTY on LA-J.Hollins, Horse Collar Tackle, 15 yards, enforced at LA 47.",FALSE,11,train
2022090800,692,2022,1,2022-09-08,LA,BUF,BUF,LA,1,1,10,LA,32,42,01:25:00,85,7,0,7,7,0,7,4.05885368946474,SHOTGUN,2x1,1,FALSE,0,C,NA,3,(1:25) (Shotgun) J.Allen pass short right to S.Diggs to LA 29 for 3 yards (B.Wagner).,FALSE,11,train
2022090800,721,2022,1,2022-09-08,LA,BUF,BUF,LA,1,2,7,LA,29,39,00:45:00,45,10,0,7,7,0,7,3.78221138380468,SHOTGUN,2x2,1,FALSE,0,IN,NA,0,"(:45) (No Huddle, Shotgun) J.Allen pass short right intended for I.McKenzie INTERCEPTED by T.Lewis at LA 24. T.Lewis to LA 24 for no gain (I.McKenzie).",TRUE,11,train
2022090800,775,2022,1,2022-09-08,LA,BUF,LA,BUF,1,2,10,LA,24,34,00:17:00,17,24,0,7,0,7,-7,0.412995046935976,SHOTGUN,2x2,1,FALSE,0,C,NA,6,"(:17) (No Huddle, Shotgun) M.Stafford pass short right to C.Kupp to LA 30 for 6 yards (T.Edmunds).",FALSE,11,train
2022090800,818,2022,1,2022-09-08,LA,BUF,LA,BUF,2,3,4,LA,30,80,15:00:00,900,15,0,7,0,7,-7,0.215740963816643,EMPTY,3x2,1,FALSE,0,C,NA,1,"(15:00) (Shotgun) M.Stafford pass short left to D.Henderson to LA 31 for 1 yard (M.Hyde, C.Benford) [E.Oliver].",TRUE,11,train
2022090800,867,2022,1,2022-09-08,LA,BUF,BUF,LA,2,1,10,BUF,32,42,14:08:00,848,8,0,7,7,0,7,1.55411622999236,SINGLEBACK,2x2,1,TRUE,0,C,NA,2,(14:08) J.Allen pass short right to Z.Moss pushed ob at BUF 34 for 2 yards (J.Ramsey).,FALSE,11,train
2022090800,896,2022,1,2022-09-08,LA,BUF,BUF,LA,2,2,8,BUF,34,44,13:36:00,816,13,0,7,7,0,7,1.07790502044372,SHOTGUN,2x1,0,FALSE,1,NA,OUTSIDE_RIGHT,2,"(13:36) (Shotgun) J.Cook right tackle to BUF 37 for 3 yards (E.Jones; N.Scott). FUMBLES (E.Jones), RECOVERED by LA-L.Floyd at BUF 36.",TRUE,11,train
2022090800,933,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,BUF,36,46,13:24:00,804,13,0,7,0,7,-7,3.6400592464488,SINGLEBACK,2x2,0,FALSE,0,NA,INSIDE_RIGHT,0,(13:24) C.Akers right guard to BUF 36 for no gain (E.Oliver).,TRUE,11,train
2022090800,954,2022,1,2022-09-08,LA,BUF,LA,BUF,2,2,10,BUF,36,46,12:57:00,777,21,0,7,0,7,-7,3.15009563346393,SHOTGUN,2x2,1,FALSE,0,IN,NA,0,"(12:57) (No Huddle, Shotgun) M.Stafford pass short right intended for T.Higbee INTERCEPTED by D.Jackson [A.Epenesa] at BUF 30. D.Jackson to BUF 32 for 2 yards (T.Higbee).",FALSE,11,train
2022090800,1009,2022,1,2022-09-08,LA,BUF,BUF,LA,2,2,5,BUF,37,47,12:26:00,746,14,0,7,7,0,7,1.62056206166744,SHOTGUN,2x2,0,FALSE,1,NA,OUTSIDE_RIGHT,3,(12:26) (Shotgun) Z.Moss right guard to BUF 40 for 3 yards (As.Robinson).,FALSE,11,train
2022090800,1030,2022,1,2022-09-08,LA,BUF,BUF,LA,2,3,2,BUF,40,50,11:44:00,704,6,0,7,7,0,7,1.21533705457114,SHOTGUN,2x2,1,FALSE,0,C,NA,10,(11:44) (Shotgun) J.Allen pass short left to G.Davis to 50 for 10 yards (D.Long).,TRUE,11,train
2022090800,1102,2022,1,2022-09-08,LA,BUF,BUF,LA,2,2,6,LA,25,85,09:37:00,577,6,0,7,7,0,7,3.8940429626964,SHOTGUN,3x1,1,FALSE,0,C,NA,2,"(9:37) (No Huddle, Shotgun) J.Allen pass short left to Z.Moss to LA 23 for 2 yards (T.Hill).",TRUE,11,train
2022090800,1126,2022,1,2022-09-08,LA,BUF,BUF,LA,2,3,4,LA,23,87,08:55:00,535,7,0,7,7,0,7,3.76156350295059,SHOTGUN,3x1,1,FALSE,0,I,NA,0,(8:55) (Shotgun) J.Allen pass incomplete deep left to G.Davis.,FALSE,11,train
2022090800,1187,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,LA,40,70,08:48:00,528,12,0,10,0,10,-10,2.12353708152659,SINGLEBACK,3x1,0,FALSE,0,NA,INSIDE_LEFT,4,"(8:48) D.Henderson right tackle to LA 44 for 4 yards (V.Miller, D.Jones).",TRUE,11,train
2022090800,1208,2022,1,2022-09-08,LA,BUF,LA,BUF,2,2,6,LA,44,66,08:09:00,489,9,0,10,0,10,-10,2.08063587942161,SINGLEBACK,3x1,1,TRUE,0,I,NA,0,(8:09) M.Stafford pass incomplete short left to T.Atwell (T.Johnson).,FALSE,11,train
2022090800,1230,2022,1,2022-09-08,LA,BUF,LA,BUF,2,3,6,LA,44,66,08:04:00,484,1,0,10,0,10,-10,1.25787602807395,SHOTGUN,3x1,1,FALSE,0,C,NA,12,(8:04) (Shotgun) M.Stafford pass short left to B.Skowronek to BUF 44 for 12 yards (T.Johnson).,TRUE,11,train
2022090800,1254,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,BUF,44,54,07:20:00,440,4,0,10,0,10,-10,3.11754230316728,PISTOL,2x1,0,FALSE,1,NA,INSIDE_LEFT,8,"(7:20) (Shotgun) B.Powell left tackle to BUF 41 for 3 yards (C.Basham). PENALTY on BUF-J.Phillips, Defensive Holding, 5 yards, enforced at BUF 41.",TRUE,11,train
2022090800,1286,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,BUF,36,46,06:49:00,409,2,0,10,0,10,-10,3.6675597820431,SINGLEBACK,2x2,1,TRUE,0,C,NA,6,(6:49) M.Stafford pass short left to C.Kupp pushed ob at BUF 30 for 6 yards (M.Milano).,TRUE,11,train
2022090800,1315,2022,1,2022-09-08,LA,BUF,LA,BUF,2,2,4,BUF,30,40,06:12:00,372,8,0,10,0,10,-10,3.94134991551982,EMPTY,3x2,1,FALSE,0,S,NA,-10,"(6:12) (No Huddle, Shotgun) M.Stafford sacked at BUF 40 for -10 yards (J.Phillips).",FALSE,11,train
2022090800,1334,2022,1,2022-09-08,LA,BUF,LA,BUF,2,3,14,BUF,40,50,05:42:00,342,18,0,10,0,10,-10,1.71923667541705,EMPTY,3x2,1,FALSE,0,C,NA,12,"(5:42) (No Huddle, Shotgun) M.Stafford pass short left to Al.Robinson to BUF 28 for 12 yards (T.Edmunds).",TRUE,11,train
2022090800,1358,2022,1,2022-09-08,LA,BUF,LA,BUF,2,4,2,BUF,28,38,04:54:00,294,1,0,10,0,10,-10,2.2341329708579,EMPTY,3x2,1,FALSE,0,C,NA,3,"(4:54) (Shotgun) M.Stafford pass short right to C.Kupp to BUF 25 for 3 yards (M.Milano, E.Oliver). BUF-E.Oliver was injured during the play.",FALSE,11,train
2022090800,1385,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,BUF,25,35,04:14:00,254,12,0,10,0,10,-10,4.02725180482958,SINGLEBACK,2x2,0,FALSE,0,NA,INSIDE_LEFT,18,"(4:14) D.Henderson left end to BUF 7 for 18 yards (D.Jackson, T.Edmunds).",TRUE,11,train
2022090800,1406,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,7,BUF,7,17,03:42:00,222,18,0,10,0,10,-10,5.4906339799054,SINGLEBACK,3x1,0,FALSE,0,NA,INSIDE_RIGHT,3,(3:42) D.Henderson up the middle to BUF 4 for 3 yards (D.Jones).,FALSE,11,train
2022090800,1427,2022,1,2022-09-08,LA,BUF,LA,BUF,2,2,4,BUF,4,14,03:05:00,185,11,0,10,0,10,-10,5.60909040184924,EMPTY,3x2,1,FALSE,0,C,NA,4,"(3:05) (Shotgun) M.Stafford pass short right to C.Kupp for 4 yards, TOUCHDOWN.",TRUE,11,train
2022090800,1483,2022,1,2022-09-08,LA,BUF,BUF,LA,2,1,10,BUF,25,35,03:00:00,180,12,7,10,10,7,3,1.33331203716807,SHOTGUN,2x1,0,FALSE,1,NA,INSIDE_LEFT,2,"(3:00) (Shotgun) D.Singletary up the middle to BUF 27 for 2 yards (A.Donald, B.Wagner).",FALSE,11,train
2022090800,1504,2022,1,2022-09-08,LA,BUF,BUF,LA,2,2,8,BUF,27,37,02:22:00,142,10,7,10,10,7,3,0.992734558880329,SHOTGUN,2x2,1,FALSE,0,S,NA,-4,(2:22) (Shotgun) J.Allen sacked at BUF 23 for -4 yards (B.Wagner).,TRUE,11,train
2022090800,1563,2022,1,2022-09-08,LA,BUF,BUF,LA,2,3,7,BUF,28,38,02:16:00,136,9,7,10,10,7,3,0.510734357638285,SHOTGUN,2x1,1,FALSE,0,C,NA,10,(2:16) (Shotgun) J.Allen pass short left to S.Diggs ran ob at BUF 38 for 10 yards (J.Ramsey).,FALSE,11,train
2022090800,1609,2022,1,2022-09-08,LA,BUF,BUF,LA,2,1,10,BUF,38,48,02:00:00,120,21,7,10,10,7,3,1.89517879788764,SHOTGUN,3x1,1,FALSE,0,IN,NA,0,(2:00) (Shotgun) J.Allen pass short middle intended for J.Crowder INTERCEPTED by T.Hill at 50. T.Hill to BUF 45 for 5 yards (J.Crowder).,FALSE,11,train
2022090800,1635,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,BUF,45,55,01:53:00,113,12,7,10,7,10,-3,2.82061755022733,SINGLEBACK,2x2,1,TRUE,0,I,NA,0,(1:53) M.Stafford pass incomplete short middle to T.Higbee.,FALSE,11,train
2022090800,1657,2022,1,2022-09-08,LA,BUF,LA,BUF,2,2,10,BUF,45,55,01:48:00,108,6,7,10,7,10,-3,2.46582081227098,SHOTGUN,2x2,1,FALSE,0,I,NA,0,(1:48) (Shotgun) M.Stafford pass incomplete deep middle to C.Kupp [G.Rousseau].,FALSE,11,train
2022090800,1712,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,BUF,40,50,01:40:00,100,6,7,10,7,10,-3,3.10707394976635,SHOTGUN,2x2,1,FALSE,0,C,NA,9,(1:40) (Shotgun) M.Stafford pass short right to C.Kupp to BUF 31 for 9 yards (M.Milano; D.Jackson).,FALSE,11,train
2022090800,1736,2022,1,2022-09-08,LA,BUF,LA,BUF,2,2,1,BUF,31,41,01:20:00,80,28,7,10,7,10,-3,3.81296629231656,SINGLEBACK,2x2,0,FALSE,0,NA,INSIDE_RIGHT,0,(1:20) (No Huddle) C.Akers up the middle to BUF 31 for no gain (M.Milano).,FALSE,11,train
2022090800,1757,2022,1,2022-09-08,LA,BUF,LA,BUF,2,3,1,BUF,31,41,00:39:00,39,5,7,10,7,10,-3,3.30477392079774,SINGLEBACK,3x1,1,TRUE,0,R,OUTSIDE_RIGHT,2,(:39) M.Stafford scrambles right end ran ob at BUF 29 for 2 yards (G.Rousseau).,TRUE,11,train
2022090800,1800,2022,1,2022-09-08,LA,BUF,LA,BUF,2,1,10,BUF,29,39,00:34:00,34,10,7,10,7,10,-3,3.27970347838709,SHOTGUN,3x1,1,FALSE,0,S,NA,-9,"(:34) (No Huddle, Shotgun) M.Stafford sacked at BUF 38 for -9 yards (sack split by J.Phillips and A.Epenesa).",FALSE,11,train
2022090800,1836,2022,1,2022-09-08,LA,BUF,LA,BUF,2,2,19,BUF,38,48,00:26:00,26,11,7,10,7,10,-3,2.39027484413236,SHOTGUN,2x2,1,FALSE,0,C,NA,-1,(:26) (Shotgun) M.Stafford pass short left to C.Kupp to BUF 39 for -1 yards (V.Miller).,TRUE,11,train
2022090800,1946,2022,1,2022-09-08,LA,BUF,LA,BUF,3,1,10,LA,11,21,14:55:00,895,13,10,10,10,10,0,0.304974265862256,SINGLEBACK,2x2,0,FALSE,0,NA,INSIDE_RIGHT,2,(14:55) D.Henderson right end to LA 13 for 2 yards (J.Phillips).,FALSE,11,train
2022090800,1967,2022,1,2022-09-08,LA,BUF,LA,BUF,3,2,8,LA,13,23,14:29:00,869,22,10,10,10,10,0,-0.226201177109033,SHOTGUN,2x2,1,FALSE,0,C,NA,4,"(14:29) (No Huddle, Shotgun) M.Stafford pass short middle to D.Henderson to LA 17 for 4 yards (T.Edmunds; T.Johnson) [V.Miller].",FALSE,11,train
2022090800,1991,2022,1,2022-09-08,LA,BUF,LA,BUF,3,3,4,LA,17,27,13:46:00,826,3,10,10,10,10,0,-0.729449603240937,EMPTY,3x2,1,FALSE,0,S,NA,-7,"(13:46) (Shotgun) M.Stafford to LA 11 for -6 yards. FUMBLES, and recovers at LA 11. M.Stafford sacked at LA 10 for -7 yards (G.Rousseau).",TRUE,11,train
2022090800,2043,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,10,BUF,42,68,13:02:00,782,20,10,10,10,10,0,2.47993533080444,SHOTGUN,2x1,0,FALSE,0,NA,OUTSIDE_LEFT,12,(13:02) (Shotgun) D.Singletary left guard to LA 46 for 12 yards (T.Hill).,TRUE,11,train
2022090800,2072,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,10,LA,46,56,12:22:00,742,8,10,10,10,10,0,3.1544847281184,SHOTGUN,2x1,0,FALSE,0,NA,OUTSIDE_LEFT,1,(12:22) (Shotgun) D.Singletary left end to LA 45 for 1 yard (B.Wagner).,TRUE,11,train
2022090800,2093,2022,1,2022-09-08,LA,BUF,BUF,LA,3,2,9,LA,45,55,11:35:00,695,3,10,10,10,10,0,2.67058324860409,SHOTGUN,3x1,0,TRUE,0,NA,INSIDE_LEFT,7,(11:35) (Shotgun) J.Allen left tackle to LA 38 for 7 yards (J.Hollins).,TRUE,11,train
2022090800,2137,2022,1,2022-09-08,LA,BUF,BUF,LA,3,3,7,LA,43,53,10:34:00,634,9,10,10,10,10,0,1.8007146124728,SHOTGUN,2x2,1,FALSE,0,R,INSIDE_LEFT,8,(10:34) (Shotgun) J.Allen scrambles up the middle pushed ob at LA 35 for 8 yards (N.Scott).,FALSE,11,train
2022090800,2163,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,10,LA,35,45,10:07:00,607,16,10,10,10,10,0,3.94132402678952,SINGLEBACK,2x2,0,FALSE,0,NA,INSIDE_LEFT,13,"(10:07) D.Singletary left end to LA 22 for 13 yards (L.Floyd, T.Hill).",TRUE,11,train
2022090800,2184,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,10,LA,22,32,09:24:00,564,7,10,10,10,10,0,4.73049985722173,SHOTGUN,2x2,1,FALSE,0,C,NA,7,(9:24) (Shotgun) J.Allen pass short left to S.Diggs to LA 15 for 7 yards (T.Lewis).,TRUE,11,train
2022090800,2208,2022,1,2022-09-08,LA,BUF,BUF,LA,3,2,3,LA,15,25,08:45:00,525,10,10,10,10,10,0,5.13718180707656,SHOTGUN,3x1,1,FALSE,0,C,NA,8,(8:45) (Shotgun) J.Allen pass short left to D.Singletary to LA 7 for 8 yards (D.Long).,TRUE,11,train
2022090800,2288,2022,1,2022-09-08,LA,BUF,LA,BUF,3,1,10,LA,25,35,07:59:00,479,11,10,17,10,17,-7,1.36974729038775,SINGLEBACK,3x1,1,TRUE,0,S,NA,0,(7:59) M.Stafford sacked at LA 25 for 0 yards (C.Basham).,TRUE,11,train
2022090800,2307,2022,1,2022-09-08,LA,BUF,LA,BUF,3,2,10,LA,25,35,07:28:00,448,15,10,17,10,17,-7,0.805026492569596,EMPTY,3x2,1,FALSE,0,C,NA,23,(7:28) (Shotgun) M.Stafford pass deep left to C.Kupp pushed ob at LA 48 for 23 yards (T.Johnson; C.Benford).,FALSE,11,train
2022090800,2336,2022,1,2022-09-08,LA,BUF,LA,BUF,3,1,10,LA,48,58,07:02:00,422,19,10,17,10,17,-7,2.88568917009979,SINGLEBACK,2x2,1,TRUE,0,C,NA,10,(7:02) (No Huddle) M.Stafford pass short middle to D.Henderson to BUF 42 for 10 yards (D.Jackson).,TRUE,11,train
2022090800,2360,2022,1,2022-09-08,LA,BUF,LA,BUF,3,1,10,BUF,42,68,06:18:00,378,6,10,17,10,17,-7,3.39966420619749,SINGLEBACK,3x1,0,FALSE,0,NA,OUTSIDE_RIGHT,1,(6:18) D.Henderson right tackle to BUF 41 for 1 yard (T.Edmunds).,TRUE,11,train
2022090800,2381,2022,1,2022-09-08,LA,BUF,LA,BUF,3,2,9,BUF,41,69,05:53:00,353,22,10,17,10,17,-7,2.96357556711882,EMPTY,3x2,1,FALSE,0,S,NA,-9,"(5:53) (No Huddle, Shotgun) M.Stafford sacked at 50 for -9 yards (V.Miller).",TRUE,11,train
2022090800,2400,2022,1,2022-09-08,LA,BUF,LA,BUF,3,3,18,NA,50,60,05:25:00,325,18,10,17,10,17,-7,0.799518878106028,EMPTY,4x1,1,FALSE,0,I,NA,0,"(5:25) (No Huddle, Shotgun) M.Stafford pass incomplete deep middle to B.Skowronek.",FALSE,11,train
2022090800,2464,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,15,BUF,6,104,05:11:00,311,9,10,17,17,10,7,-0.670623055659235,SHOTGUN,2x2,1,FALSE,0,R,INSIDE_LEFT,8,(5:11) (Shotgun) J.Allen scrambles left end to BUF 14 for 8 yards (E.Jones).,TRUE,11,train
2022090800,2485,2022,1,2022-09-08,LA,BUF,BUF,LA,3,2,7,BUF,14,96,04:29:00,269,7,10,17,17,10,7,-0.0918154446408153,I_FORM,2x1,0,FALSE,0,NA,OUTSIDE_LEFT,8,(4:29) Z.Moss left end to BUF 22 for 8 yards (N.Scott).,FALSE,11,train
2022090800,2506,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,10,BUF,22,88,03:48:00,228,7,10,17,17,10,7,0.913547411095351,SINGLEBACK,2x2,0,FALSE,0,NA,INSIDE_LEFT,0,"(3:48) Z.Moss left end to BUF 22 for no gain (E.Jones, G.Gaines).",TRUE,11,train
2022090800,2527,2022,1,2022-09-08,LA,BUF,BUF,LA,3,2,10,BUF,22,88,03:06:00,186,5,10,17,17,10,7,0.267979385796934,SHOTGUN,2x2,1,FALSE,0,C,NA,11,(3:06) (Shotgun) J.Allen pass short middle to J.Crowder to BUF 33 for 11 yards (T.Hill).,TRUE,11,train
2022090800,2551,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,10,BUF,33,77,02:25:00,145,6,10,17,17,10,7,1.66302699176595,I_FORM,2x1,0,FALSE,0,NA,INSIDE_LEFT,1,"(2:25) Z.Moss left guard to BUF 34 for 1 yard (As.Robinson, E.Jones).",TRUE,11,train
2022090800,2572,2022,1,2022-09-08,LA,BUF,BUF,LA,3,2,9,BUF,34,76,01:45:00,105,8,10,17,17,10,7,1.0500463983044,SHOTGUN,2x2,1,FALSE,0,C,NA,4,(1:45) (Shotgun) J.Allen pass short middle to Z.Moss to BUF 38 for 4 yards (E.Jones). BUF-R.Gilliam was injured during the play.,TRUE,11,train
2022090800,2599,2022,1,2022-09-08,LA,BUF,BUF,LA,3,3,5,BUF,38,72,01:19:00,79,21,10,17,17,10,7,0.753256892319769,SHOTGUN,3x1,1,FALSE,0,C,NA,6,(1:19) (Shotgun) J.Allen pass short right to J.Crowder to BUF 44 for 6 yards (J.Ramsey).,FALSE,11,train
2022090800,2623,2022,1,2022-09-08,LA,BUF,BUF,LA,3,1,10,BUF,44,66,00:37:00,37,4,10,17,17,10,7,2.45134889706969,SHOTGUN,2x2,1,FALSE,0,I,NA,0,(:37) (Shotgun) J.Allen pass incomplete short right to D.Knox (N.Scott). BUF-R.Saffold was injured during the play.,FALSE,11,train
2022090800,2688,2022,1,2022-09-08,LA,BUF,BUF,LA,4,3,7,BUF,47,57,15:00:00,900,19,10,17,17,10,7,1.20721189328469,SHOTGUN,2x2,1,FALSE,0,C,NA,47,(15:00) (Shotgun) J.Allen pass deep middle to G.Davis to LA 6 for 47 yards (D.Long).,TRUE,11,train
